1013232.10032,1014343.10054,3,Escombro
7777.77,8888.99
45551.451,46662.473
905465.8965,906576.8987
582164.5764,583275.5786
498839.4939,499950.4961
16665.165,17776.187
548834.5434,549945.5456
77770.770,78881.792
1085447.10747,1086558.10769
435512.4312,436623.4334
1011010.10010,1012121.10032
628826.6226,629937.6248
191092.1892,192203.1914
1038785.10285,1039896.10307
64438.638,65549.660
1055450.10450,1056561.10472
863247.8547,864358.8569
483285.4785,484396.4807
215534.2134,216645.2156
401071.3971,402182.3993
1092113.10813,1093224.10835
972125.9625,973236.9647
523281.5181,524392.5203
952127.9427,953238.9449
588830.5830,589941.5852
551056.5456,552167.5478
711040.7040,712151.7062
601051.5951,602162.5973
822140.8140,823251.8162
87769.869,88880.891
74437.737,75548.759
778811.7711,779922.7733
177760.1760,178871.1782
926574.9174,927685.9196
222200.2200,223311.2222
928796.9196,929907.9218
491062.4862,492173.4884
1024342.10142,1025453.10164
229977.2277,231088.2299
907687.8987,908798.9009
677710.6710,678821.6732
615494.6094,616605.6116
784366.7766,785477.7788
695486.6886,696597.6908
1029897.10197,1031008.10219
456621.4521,457732.4543
743259.7359,744370.7381
931018.9218,932129.9240
266640.2640,267751.2662
951016.9416,952127.9438
667711.6611,668822.6633
751036.7436,752147.7458
485507.4807,486618.4829
352187.3487,353298.3509
71104.704,72215.726
414403.4103,415514.4125
67771.671,68882.693
1058783.10483,1059894.10505
571054.5654,572165.5676
189981.1881,191092.1903
454399.4499,455510.4521
494395.4895,495506.4917
895466.8866,896577.8888
787699.7799,788810.7821
681043.6743,682154.6765
977680.9680,978791.9702
14443.143,15554.165
666600.6600,667711.6622
576609.5709,577720.5731
186648.1848,187759.1870
872135.8635,873246.8657
865469.8569,866580.8591
1039896.10296,1041007.10318
834361.8261,835472.8283
21109.209,22220.231
52217.517,53328.539
949905.9405,951016.9427
559944.5544,561055.5566
765479.7579,766590.7601
987679.9779,988790.9801
103323.1023,104434.1045
271084.2684,272195.2706
246642.2442,247753.2464
234421.2321,235532.2343
744370.7370,745481.7392
553278.5478,554389.5500
869913.8613,871024.8635
1003233.9933,1004344.9955
438845.4345,439956.4367
848804.8404,849915.8426
593274.5874,594385.5896
84436.836,85547.858
552167.5467,553278.5489
518837.5137,519948.5159
437734.4334,438845.4356
315524.3124,316635.3146
592163.5863,593274.5885
221089.2189,222200.2211
388850.3850,389961.3872
